0	9.5999999999999999999999999999999999999999999999999999999999999999999999999999999892e-1
1	8.8999999999999999999999999999999999999999999999999999999999999999999999999999999823e-1
2	7.1999999999999999999999999999999999999999999999999999999999999999999999999999999906e-1
3	5.8468749999999999999999999999999999999999999999999999999999999999999999999999999923e-1
4	5.1589843749999999999999999999999999999999999999999999999999999999999999999999999998e-1
5	4.0310546875000000000000000000000000000000000000000000000000000000000000000000000005e-1
6	3.4841796875000000000000000000000000000000000000000000000000000000000000000000000012e-1
7	2.7500671386718750000000000000000000000000000000000000000000000000000000000000000010e-1
8	2.3227615356445312500000000000000000000000000000000000000000000000000000000000000011e-1
9	1.8530792236328125000000000000000000000000000000000000000000000000000000000000000010e-1
10	1.5555158615112304687500000000000000000000000000000000000000000000000000000000000008e-1
11	1.2451915264129638671875000000000000000000000000000000000000000000000000000000000007e-1
12	1.0526149988174438476562500000000000000000000000000000000000000000000000000000000003e-1
13	8.4992388188838958740234375000000000000000000000000000000000000000000000000000000026e-2
14	7.2843091003596782684326171875000000000000000000000000000000000000000000000000000003e-2
15	5.8999397959560155868530273437500000000000000000000000000000000000000000000000000012e-2
16	5.0566861331462860107421875000000000000000000000000000000000000000000000000000000001e-2
17	4.0966170289320871233940124511718749999999999999999999999999999999999999999999999999e-2
18	3.5125138078292366117238998413085937499999999999999999999999999999999999999999999996e-2
19	2.8451186648962902836501598358154296874999999999999999999999999999999999999999999986e-2
20	2.4438248076248783036135137081146240234374999999999999999999999999999999999999999990e-2
21	1.9768726975587469496531412005424499511718749999999999999999999999999999999999999989e-2
22	1.7075164364452461995824705809354782104492187500000000000000000000000000000000000002e-2
23	1.3868751275002182410389650613069534301757812499999999999999999999999999999999999994e-2
24	1.1965300631011217546983971260488033294677734375000000000000000000000000000000000002e-2
25	9.7447754909827288827273150673136115074157714843749999999999999999999999999999999929e-3
26	8.3929285426659605562349497631657868623733520507812500000000000000000000000000000048e-3
27	6.8487408471360666784022441788692958652973175048828124999999999999999999999999999991e-3
28	5.8867296232356983165523445222788723185658454895019531250000000000000000000000000027e-3
29	4.8132298994762506838540616627142298966646194458007812499999999999999999999999999991e-3
30	4.1314210158903796107215944388713069201912730932235717773437500000000000000000000036e-3
31	3.3847911974181998560028128419929771553142927587032318115234374999999999999999999991e-3
32	2.9000220350870642253837683455230944673530757427215576171875000000000000000000000036e-3
33	2.3798789382662781420954556388380751741351559758186340332031249999999999999999999991e-3
34	2.0357343494020412263899289483093379971023750840686261653900146484375000000000000045e-3
35	1.6731092041144795777015086236591545620910892466781660914421081542968749999999999991e-3
36	1.4297574130830435726262967377400009416632542524894233793020248413085937500000000045e-3
37	1.1761531708943328741535333216905109821048824869649251922965049743652343749999999982e-3
38	1.0041279355226585921741258155827055190134622364439564989879727363586425781250000045e-3
39	8.2732301053856813760134517910671157411850451524060190422460436820983886718749999909e-4
40	7.0523036898371572839844098106420989483661410091031029878649860620498657226562500362e-4
41	5.8206631996024818022819825522072926789283325854640338548051659017801284790039062500e-4
42	4.9555426332533893764908335788026696471409056343748744666299899108707904815673828487e-4
43	4.0947079670066605761554539408594711382430525806186416559739882359281182289123535156e-4
44	3.4829406408068281626238427990420536656185682405223458246723566844593733549118042264e-4
45	2.8802297468236582932717243912725604224414700294844282613127006698050536215305328369e-4
46	2.4481989951408909419547798491370982243428801241203612848451598438259679824113846097e-4
47	2.0257848501273273845067019799010511674313472015203363429947103213635273277759552002e-4
48	1.7208763063476477677596024958192350705605039635454436321160276435193736688233912172e-4
49	1.4250848388935813729114209867486248504581174271279724085140228062584810686530545263e-4
50	1.2097982706758633720403425524654423455543119352284215457706689766936847263423260483e-4
51	1.0024784355651758802362826620785607104138638735396914879031450562596461395514779634e-4
52	8.5049260953299283571327377703819317577914510910508077341806755511388615786927404763e-5
53	7.0514609645903799004438306993595927410405789984181595729683289693057179903235009082e-5
54	5.9789499484469100343179404125630925817245014837233678855736725664404840330234948844e-5
55	4.9597284809184442476786994496423222506169635895699098481268240784947815003036452257e-5
56	4.2031810686487100505054854333784799967255193507003311810237703027176049686008953579e-5
57	3.4883149443708362026514740233922220113560330620275661910385158406161000554934758160e-5
58	2.9548246409404275958411798367596163916650932820166159923752024232430370663526899158e-5
59	2.4533308221012366139804526093220764385447333777124262506677556584443417129343111487e-5
60	2.0772418244756528344785288447245030812965348053000587779329244257790667015388040997e-5
61	1.7253702513004955249634621422124028587000453659856059321937300717340510561618667977e-5
62	1.4604326285731673045873472874295452893611971230001732109643454613870615730402097898e-5
63	1.2133802877695494107167097907783490944675448831940798562351988916990434620807395778e-5
64	1.0268359265776143183513835950553129303371523497762460528536979470641787619314922582e-5
65	8.5330107478709566070177190792032254295506144265057775220403186936761486927964473529e-6
66	7.2206430372559581123924034142677550477793052188268082311063464189921167858912807694e-6
67	6.0006781677120044571705331344017434817097235010023155741583954799235147492638639433e-6
68	5.0779121896321191681730932786557620414840332736999541424120428778864024653113409027e-6
69	4.2198084135119027841286629234313256965772818756369890138767025820750431048239971725e-6
70	3.5715500697958573249327152939623025580335670178588447616057850426870955231439845484e-6
71	2.9678174824443600012560084235347072353366716668564868299760838925239113196144658083e-6
72	2.5120113965492540420711951644921425193048443245742373579604429808779998957204479213e-6
73	2.0874190394596722269195506548223823824420363034033744089279042095152496029014751148e-6
74	1.7667735950791674340418792918417696140845184186047548406443910970474000597470777996e-6
75	1.4681695828505191766366465051541030887639018568212973227110718484009731733615450625e-6
76	1.2426121713965998084045919640642292259403555008611454031938659516662517044154094542e-6
77	1.0326139162186059545658138395009898921861885994313096470875891851356021690801385034e-6
78	8.7394994947098844301422478184312727010285435083029384576043593124278525963661435598e-7
79	7.2631932830153780439597258334641662522592173590065065923032566301818193778098420894e-7
80	6.1465937274698142382567164866141027648428750658092413187556631491660001264521759917e-7
81	5.1088329669468968888525154704644554703227138207660521167105901867995157454012642793e-7
82	4.3229486657298947809689278152200284535494777115549330046828607822068066921640885644e-7
83	3.5934409221252998636549546152494880203404737893723944394681975499751063200936954916e-7
84	3.0403516687997076798640489626653185982905505970915332119303591469743950637455322647e-7
85	2.5275214248578021839113905043000581762437916513173298836211094465618776280580205817e-7
86	2.1382880415210428128446473958264932191751828418601573263447935030068696672057840349e-7
87	1.7777694205725700998643167842890049075857034480046170478527610601598697163111164189e-7
88	1.5038608291468484632112305783214860949761574294597356814110770376992412832583667717e-7
89	1.2504113039619709676850550992426332540098727264458051854638486257365057920123155367e-7
90	1.0576658738074209038719239213361600436257955450638820864700947149670160147600843725e-7
91	8.7948364010143014446660424511414174502065289472086324317325764455579289802540967103e-8
92	7.4385629202651867304982762122912352892935346744311246388695014698854947913856977015e-8
93	6.1862875904680873740178441336239093648708299506321460887115127626576593144077766432e-8
94	5.2315400183639059777991402523093992542326815375536188605716855536529418774439350565e-8
95	4.3514985964140841573147211646455143447963507105151504036019281221305438186548352075e-8
96	3.6793427227790425506668495145798320903691654453095612178529059199464939186602705087e-8
97	3.0610094130570617767471008806378917630529377708312824706958609275462678274983251260e-8
98	2.5876843605881390647386702468622671384742521901005497669330564228512396880662733694e-8
99	2.1532336824385588734666140587035747703944961579116510238424778012468792113515189232e-8
100	1.8199224464506149768935402023367079355423118343613715357482429686040662247387391624e-8
101	1.5146574785953286723223330228381719091361337124025197030804395416347054521441159411e-8
102	1.2799562218475889308389658148371653608829876679108088492979293252574210036259273057e-8
103	1.0654542377831673786544102070586435222196956900817968016389535156590387241381631482e-8
104	9.0019814345262407907440544695026330057855377507973345234602599833710810052970722505e-9
105	7.4946707894773448877990658916325447292776753532595585523917534558096943545047625490e-9
106	6.3311406633546461529327984939994854016367564686407409823423370084137519899087797081e-9
107	5.2722754397158752959638228741961270311069730746241106568670185125542765694251859572e-9
108	4.4527338584176863050930335019373683458713498109762363553787931614408918949999207384e-9
109	3.7089752616556789849339807713765302450476779301242607882559397656196643924369602131e-9
110	3.1316448000600986332516250407932794998863112972191166503067870094093140536001669878e-9
111	2.6091912665617436120118861979414297372793306364561327539852042910449518446062427173e-9
112	2.2025170872976416205070966631334166919753936344330888405896146216583418623663227228e-9
113	1.8354996734286831571017460850374639943041259026496742091406194775167307293275104273e-9
114	1.5490560779779097004625864763238390837051096288315783615577712087392893480499142789e-9
115	1.2912174295550974856282247756354727115923583641849085889062359816297764827824277741e-9
116	1.0894720267280676717781173515095396409065473464430149845814647505273342532775709122e-9
117	9.0832518364707355498757426238862357982275906359358578324490301123912508634839329190e-10
118	7.6624231991377755101607346652930359937157898421324924478981278698062237157537891996e-10
119	6.3896997712030929038977332884334494838337198294594258692311120791072985903678068576e-10
120	5.3891131562303399499592586352464198737265681237294391287899275691267780196124509765e-10
121	4.4948672326430346135597222124090166468247990022090992396711904862481465249269908882e-10
122	3.7902651476087091392571324374322854224248557549494059127601328811438327915992831569e-10
123	3.1619193038881482509707035213036418187399540628539845329111202894346208320559359396e-10
124	2.6657719980469524215118469775492604104845839355666448480522323001319017801520834314e-10
125	2.2242436493746563113378938330169419922515879077871404375470965208615881374939624593e-10
126	1.8748974832982665045107929641918549423166592024811632644409774187293650303220528092e-10
127	1.5646303565030085430169681047491704067497527820644209040582987544450205463298636353e-10
128	1.3186609821593432784840986181640790995027940276118922575757017121741637053738139334e-10
129	1.1006243083917697717993712952011096666786958231478162368027936092082530241696776615e-10
130	9.2744866222466852204960875444857451260930801865605885249802529218195380824964755447e-11
131	7.7422026288236961246998116594650956203037111281365916303954696150097631362000470684e-11
132	6.5230045327876123328690227884285929016437269432869729568014383693773444180993543380e-11
133	5.4461320907439735949908820680262989020567652073280317270972619552679619272262540152e-11
134	4.5878218179895778195528295458588021057277922755544157490357924345922448463512492322e-11
135	3.8309820919762867989005829648882151309316044457710694869933583787956598204315836946e-11
136	3.2267583784681952036528210099600852535874371485134960319681134623911157989262975682e-11
137	2.6948245158883703398750690488565980850731171956479583900004373351134612112245789807e-11
138	2.2694852882018678309161522603111038765319094371172562908918306673225856261889863912e-11
139	1.8956116477888514286210382475864992635716703548712204545837311667473659856633927258e-11
140	1.5962073158568807241243217685720656639657704585146396114428523054943507040869914617e-11
141	1.3334196372845545116750326017144434676992348484470229391501592721404698312203578537e-11
142	1.1226702113706545053775246185378470414954918466579384382900192494266657310656248793e-11
143	9.3795716585193576707485522644671765086941617512106224753840871554258168561894704751e-12
144	7.8961621058997363836050292808375443448744678257537731996188006056249768526251073256e-12
145	6.5977813917669272741593042171055988187915191162154344082088742003466108634957472031e-12
146	5.5536798714239775354966501068796556882274308960150962401405175320854956618955423363e-12
147	4.6410010392273330001089467564335876502430652108482503534062415133582191253388332268e-12
148	3.9061285794708250752070884045357664965140384567385812401158248016643177250740100914e-12
149	3.2645573595839260532842653000117313506347530530139428944577090655443647806579048305e-12
150	2.7473444304994260012975871749926178414819273532027149600430305566749419877298323858e-12
151	2.2963384499316350972144758100736163741871278299491710293088814125060697894607972209e-12
152	1.9323266429565633857828258258858073752596480852894778739392371227858541155766687817e-12
153	1.6152751261361990126754592617538874000345149827317357949323061935694640368493535989e-12
154	1.3590918482942552900147789621222039769897899115951037950670428567113220325086261612e-12
155	1.1362036517123373173453952028283332345619440676862659373364024990617215122517069389e-12
156	9.5591193168361697572527959534303492150815143355886002561750960892024439844623125697e-13
157	7.9921748105837298389585891616811027516606522183931319120469713354378006356525812799e-13
158	6.7233813124638997709226307590488686906211301873378515585055394273808130219016995129e-13
159	5.6217681948782754381204585518430743018869094841995294248673854728251364800624488336e-13
160	4.7288807739822714728953801384253424275502622322933081604691310731385556527578241089e-13
161	3.9543955090378642741846729820590203012732588977141883659739058272667970124143875018e-13
162	3.3260572850930330704620200171098602654341390771578267106764188331003391900548039543e-13
163	2.7815477937133757168284690335087059627150285978803143884103104467752994863896615386e-13
164	2.3393855368943055795535318386528805809431365682837858028366518412357346067849137265e-13
165	1.9565558101038848841192357085404204027417846034180370850460098494212575071934781453e-13
166	1.6454116550610846546105499134054014568920470747327794200856678845740072999383011430e-13
167	1.3762498450359417128533269581671930922947914708172066236018568178048705110367524372e-13
168	1.1573054779173681667023780489988401101276928155476400016485963640086451694179553461e-13
169	9.6807671857676478097451739496697020617170504677745449111119536580107013653987053596e-14
170	8.1399567544593079082632201129906394476738148893326651719304276361835471695729186476e-14
171	6.8096177538834329507952135281559798632780581992873856552086824207825548081119705738e-14
172	5.7252811002383247370505692511658176187873390945337270549236238330060367869215585950e-14
173	4.7899920289600476833936150770749967457086218542050836536364777871022317156177722206e-14
174	4.0269119996056472047320798416448185805571930425191910198771840094200934943432640997e-14
175	3.3693489101065689638365307084843132764483980131970782678528518742981196007674944651e-14
176	2.8323573816326841134734081868588224817856799436047497109892674435370566181327943144e-14
177	2.3700437337758945041066820154152421580012080737726971130122880661794077597360860313e-14
178	1.9921614445432011135622263943332831657746686479810148332570882397819079499343551186e-14
179	1.6671164957274601940058569216356244329516498907569671354262868552592347920160711390e-14
180	1.4012046154760038494862825889672111885891783154789288049376470814475280815197645363e-14
181	1.1726672265494752811594196290209849608494228842307754066946126402721260059884118803e-14
182	9.8555103391890364069698752196395297475709524665963107268028106402328383956983030475e-15
183	8.2486506457110909469072382407726952372258924900068166207785758678653787982959462366e-15
184	6.9319782080420793639403191007500338811268277450192208237100129115736098031152617932e-15
185	5.8021686526409863277141472324543049781973282714851119439490852248273040041756323438e-15
186	4.8756862865924813629849169667992178938820876616555959556069305167804988727469470837e-15
187	4.0812869636324853327849471651104730820158376749922289053079933399918227393193855124e-15
188	3.4293735781811866258622356568437409110843708472891200514203478401842810398864926280e-15
189	2.8708023295805647459610348241343280567961472271431419341001577581685500655106041626e-15
190	2.4120944079707707629818339165344342213514584776582504415555718882779734926714783005e-15
191	2.0193372180220948538240955381657593833040917091582444284253710382694904122564928478e-15
192	1.6965796417855774648082202082461683103607724953998746830728965467309024652340054513e-15
193	1.4204103800812673104148728176829245343797769551938534603786914946015402732253403982e-15
194	1.1933137107302130455614105369276614739762151346302921434703909030994661649555948344e-15
195	9.9912143815080147384318162007000394777586133919346005478411611774654701162951157907e-16
196	8.3933517572884976484995872400362200313488448716913274540102822988890433644756139798e-16
197	7.0278453233021199371542331774334907152170995599473284503803807746961327454895350169e-16
198	5.9035958431359488924681719117750682142702156295780815172277217932205515012690931015e-16
199	4.9433983723762583991726557053612667818952861483961273521727885559232326824828884384e-16
200	4.1523905901440602165655027710582938706787109300354470837848891396969747110927036941e-16
201	3.4771909974585543873109001739232171170441096851146008534568080643215821892362069125e-16
202	2.9206542682633086601175721938326038991745075637939258624526611975225720008110862968e-16
