0	9.960000000000000000000000000000000007312e-1
1	9.890000000000000000000000000000000004291e-1
2	9.680000000000000000000000000000000002839e-1
3	9.080000000000000000000000000000000000410e-1
4	7.528906249999999999999999999999999999053e-1
5	7.171386718749999999999999999999999999988e-1
6	6.305307617187499999999999999999999999191e-1
7	5.479560546874999999999999999999999998607e-1
8	4.923417053222656249999999999999999998775e-1
9	4.155657882690429687499999999999999998667e-1
10	3.723898468017578124999999999999999999388e-1
11	3.141841034889221191406249999999999999498e-1
12	2.782700642347335815429687499999999999880e-1
13	2.354287530779838562011718750000000000252e-1
14	2.065649810284376144409179687500000000195e-1
15	1.753184603452682495117187500000000000225e-1
16	1.527460854337550699710845947265625000181e-1
17	1.299146340660518035292625427246093750192e-1
18	1.127124349571822676807641983032226562655e-1
19	9.597018548438791185617446899414062501617e-2
20	8.300171216222770453896373510360717774601e-2
21	7.070778179072885905043222010135650636080e-2
22	6.100821643123185822332743555307388306293e-2
23	5.201095522893558609212050214409828186739e-2
24	4.479111302865965882347154547460377216581e-2
25	3.820256549722453343065353692509233951731e-2
26	3.285401797402641133061251821345649659512e-2
27	2.805402469343129145951110103851533494616e-2
28	2.420519359909100834404860336235287832055e-2
29	2.064726211977073386250047803969209780858e-2
30	1.798644347952260609535546365123082068795e-2
31	1.536267834796329226744807106008749997416e-2
32	1.336312179978069268648007555944090540916e-2
33	1.143244210398570057370744475211399304788e-2
34	9.929132767717491140390989774744401330864e-3
35	8.510026722954176704878163331642604294197e-3
36	7.378908707906709881297856043957592019932e-3
37	6.333696604542784324500201024793141768132e-3
38	5.485527533110549099514018787828849992935e-3
39	4.713526692789731364952320726032885915176e-3
40	4.078598927341545333900391533805851353941e-3
41	3.507796524605898912719300568753708556979e-3
42	3.033289290617203975832275919035357829521e-3
43	2.610348403277816204813670241811953474958e-3
44	2.256081327031024618734822609091691682306e-3
45	1.942808625970013199500023660788365711021e-3
46	1.678546524788575922730287444118287097550e-3
47	1.446106245456263577769986892731372683263e-3
48	1.249373010823469883059409727107398078064e-3
49	1.076588825565872324187164007121310577334e-3
50	9.301091233397881677408900215873956354171e-4
51	8.015680351753304480031541956112745262672e-4
52	6.925283029873482022239309658460602623566e-4
53	5.969231113512247498954124325639656967864e-4
54	5.157046041362797496490781080858929924767e-4
55	4.446139457804916910740946429262222195461e-4
56	3.841023255425461827695198664332462459917e-4
57	3.312059961428129964331998181549420013872e-4
58	2.861512989765246663553941035017786086419e-4
59	2.467754066978035515050799706244667583829e-4
60	2.131947141638165922251478649050050234631e-4
61	1.838887547969039662276039010153786831138e-4
62	1.588538968192628837460358226082885642949e-4
63	1.370457662564970775297175539085080862696e-4
64	1.183796691171032642210325813669717647856e-4
65	1.021505746382214379866938644508662840596e-4
66	8.822442480720322296266653288843205874382e-5
67	7.614628077105550025302443380285963786216e-5
68	6.575665541226462774334149663910789105501e-5
69	5.676434824138783719936181595062952450773e-5
70	4.901448425051547860206614069849403963525e-5
71	4.231687484814715309905364759498329788633e-5
72	3.653771365022714763724619627921550908780e-5
73	3.154916370815253802004107974387028150119e-5
74	2.724186108264565720992534309280731937120e-5
75	2.352285331200677039736733234278065667308e-5
76	2.031290229486946694918233045417784040790e-5
77	1.754077019481969429434311478890686456192e-5
78	1.514806973991042807592854328908753057910e-5
79	1.308125142550344968514687943543259471225e-5
80	1.129717410795255754449149698280562083930e-5
81	9.756191340552355246190355976825708545430e-6
82	8.425798042613487057736119297511359041480e-6
83	7.276658213757650563661378073869835142059e-6
84	6.284933656143132571052176317583136827676e-6
85	5.427754356117676106603230065144936144801e-6
86	4.688246150224298376160449565596670649278e-6
87	4.048935952103654516552714478903158747490e-6
88	3.497414042820989325884250543564404627808e-6
89	3.020437122675463225213127676675599958953e-6
90	2.609161431497642622043116151453736854523e-6
91	2.253261535651510027963091654446342084485e-6
92	1.946578850503815766833189391925087591182e-6
93	1.681079468072176634415805368463830752831e-6
94	1.452363934212475956437247949089836269964e-6
95	1.254237930801932087421230377753883277612e-6
96	1.083714630621778304291510686567474452302e-6
97	9.358051609758814590203887501601612919326e-7
98	8.086831093227568979511696637138428049290e-7
99	6.982923593935486834292562431782164286116e-7
100	6.034774557301331333046661566913746072861e-7
101	5.211300596139706504397841440731576257856e-7
102	4.503573510174277021935994359450296496932e-7
103	3.889399115307605749172900461911855385016e-7
104	3.360962975200156858068744020473669211404e-7
105	2.902933944663510085386882836993029685586e-7
106	2.508401706938390337842543810890974665315e-7
107	2.166831822680756135070315856020512458416e-7
108	1.872207967762785988398250862045931825618e-7
109	1.617408731131691065056512424896480986737e-7
110	1.397415648988587768148763538529374219811e-7
111	1.207330143618905048201754147225119277093e-7
112	1.043050279197990744905432936463732622830e-7
113	9.012593607423743703751103799217220557519e-8
114	7.785583674097601484236785173348270641105e-8
115	6.727943884555381465473591954057137104852e-8
116	5.811680610729289432734226107436591282689e-8
117	5.022582278617684457960270941600538218177e-8
118	4.338494757105156722066609984057854070783e-8
119	3.749689538070980250203882996615097400347e-8
120	3.238882961197661357773045723015669446414e-8
121	2.799455502897103475869928019557955949932e-8
122	2.418186287285337756823895492682063600197e-8
123	2.090125936501818381608813630538402675038e-8
124	1.805504148237088790450830825653356559170e-8
125	1.560602135320066670275046958126267607021e-8
126	1.348086023062282344462563242216041609671e-8
127	1.165256242068177991618670548494972246241e-8
128	1.006580768107412483268720067433675767795e-8
129	8.700851947521251587028207917161927317040e-9
130	7.516062308155218087570726833343409668476e-9
131	6.497043248876186025927973605780209055618e-9
132	5.612444201186198378117631758485896909217e-9
133	4.851668755532332682836418950407588959060e-9
134	4.191124616066904046861560912778526882665e-9
135	3.623128117087367467849852160422518090375e-9
136	3.129890245419272443963908693311885414613e-9
137	2.705789748586959201337441755133015582991e-9
138	2.337424001648301723334914713694156143726e-9
139	2.020781142063121029072502435773949423681e-9
140	1.745649486566359416540902985384199065406e-9
141	1.509213150978934359840055861007149280750e-9
142	1.303732843427287938908425077374294473657e-9
143	1.127184034430522574559308875466175354035e-9
144	9.737203853456304838930849425426194790865e-10
145	8.418851026835236444165681348751386133449e-10
146	7.272722519806967082279822228276576705628e-10
147	6.288084440926391077050508067387713049319e-10
148	5.432087438647167918914109786761530198628e-10
149	4.696782668950644296110575675095046747678e-10
150	4.057392745086374506894964408104147583945e-10
151	3.508349093272022353702793305421864750231e-10
152	3.030652919679822490847100562616858242243e-10
153	2.620723571460108661398844850422582066091e-10
154	2.263765757174933668641740869975485947152e-10
155	1.957690639034466613035379641384317647824e-10
156	1.690970360638508286966372819262089993569e-10
157	1.462427763104242039359626369905195383281e-10
158	1.263144157016469444475508388090934453772e-10
159	1.092465126275857309373970993932131036940e-10
160	9.435779262440424967986049562290981291610e-11
161	8.161026039350688953946164371890969833521e-11
162	7.048878116992339105521173567109282096985e-11
163	6.096770197029183363779086723262175295718e-11
164	5.265942203127393942808478118482876191966e-11
165	4.554868769780865907711501258450930003875e-11
166	3.934070678541566750827956675784590508659e-11
167	3.402969979590074806157359862211488359133e-11
168	2.939083206918227697134076313107744603681e-11
169	2.542411873974959585617854657871960069729e-11
170	2.195760136719562374748020951286286786903e-11
171	1.899507182196622244161616550166000562380e-11
172	1.640438202620768905249473120825126429090e-11
173	1.419190185468729849059668199576076211659e-11
174	1.225566270248031247121441394549370755741e-11
175	1.060331366369430567445660892791833008212e-11
176	9.156259911027745834700177322883490707466e-12
177	7.922216927368666791338220478426999409648e-12
178	6.840738152495977154829783561089817545188e-12
179	5.919076625097907380964640444953561263032e-12
180	5.110816579868981930343729270461608071516e-12
181	4.422449846663626210818392920964531399068e-12
182	3.818402748652943297233388809498697369600e-12
183	3.304280796956495977957895832305335736231e-12
184	2.852836900651721777931389744344959166931e-12
185	2.468854198509037224101837890962806087398e-12
186	2.131449889881764003776304767750097063183e-12
187	1.844681731496629332109977821896268479377e-12
188	1.592483396276643634362154695924281832553e-12
189	1.378321293902851095770347067994644894888e-12
190	1.189809620346697545962226859322192041712e-12
191	1.029877630011616490749149152962501710561e-12
192	8.889642206796691178960697995487934880424e-13
193	7.695252920910608798559486513979927999618e-13
194	6.641940516854037358189353110020857925149e-13
195	5.749925761465332226643531894521104456792e-13
196	4.962638664712433398318669797096756517005e-13
197	4.296399397233283995253656864961961574548e-13
198	3.707972418044530521322052002162118116454e-13
199	3.210346709727763769799712223709214514579e-13
200	2.770547280303471273604525566874373144817e-13
201	2.398841674825588165064345977149470127605e-13
202	2.070127111809802868931253766977172817959e-13
203	1.792470703460248554025177697409066385421e-13
204	1.546784481589523320789959818957671862682e-13
205	1.339378211925069348773124031230224507164e-13
206	1.155761263718748477352708455528663680877e-13
207	1.000817914987347337065617201663150451709e-13
208	8.635986494098977287338660494733096986765e-14
209	7.478395343023408938392903646736533167931e-14
210	6.453036327794438799548095802057975576194e-14
211	5.588107239542141368612530358017117803531e-14
212	4.821933506844264671134387177964090997528e-14
213	4.175626385677993154169776031149719284025e-14
214	3.603130855267160273719392106257401841116e-14
215	3.120193948918047351882810238434569675259e-14
216	2.692406790811187695203106172900307458938e-14
217	2.331541648745160018511469057185555140579e-14
218	2.011880876812949215350731941194416630844e-14
219	1.742229193984364559506383327154446713417e-14
220	1.503370194115645540966643842027317427576e-14
221	1.301870880825977061926667040479551381766e-14
222	1.123396241768185281170002243137413023243e-14
223	9.728191658737576684328074713408165735681e-15
224	8.394684251940043455297971965250359351403e-15
225	7.269401858564299222899771647219383153960e-15
226	6.273028123519648145373219618958165505730e-15
227	5.432080999176452436754683690952026954490e-15
228	4.687599188105094552371753799839051814363e-15
229	4.059156918570085611847194531009309582190e-15
230	3.502880537427294264859999723998666473238e-15
231	3.033241801644344066222820905044915924663e-15
232	2.617612288211976695170786530533840887555e-15
233	2.266628568858931587274949411832274330547e-15
234	1.956086024887718364640791063605715466363e-15
235	1.693769891529334876454790767196891501098e-15
236	1.461748588571606510104189332717235116445e-15
237	1.265700474015910827245652393702623543779e-15
238	1.092342908661339703865226591110943547084e-15
239	9.458282612220952558513489485596989097216e-16
240	8.162918703572468998189388947764290649663e-16
241	7.067973409048472445758396972101027480873e-16
242	6.100041646146576118353687600387194340584e-16
243	5.281748886470531575388474586592838990695e-16
244	4.558484502793711541125542335039105622553e-16
245	3.946968442601425055122625817013144330444e-16
246	3.406506542846688663917952884670396508507e-16
247	2.949511900019858323560422472378357743175e-16
248	2.545663232381451505222219357629735668404e-16
249	2.204127899500277113739937392944179513163e-16
250	1.902360189219468398607872105667237134786e-16
251	1.647113669968340942120029739313038162309e-16
252	1.421629433549112286619821558674404390183e-16
253	1.230865196546420874151009271869318955521e-16
254	1.062389589755177978622309155898107495112e-16
255	9.198087842772141926665098528909589316000e-17
256	7.939282540325053556378981367183581554089e-17
257	6.873607893625596215719393060543142801147e-17
258	5.933059150048416578419464469310067103724e-17
259	5.136556806978080315312819842252159375684e-17
260	4.433802103386971020316822629553474201794e-17
261	3.838482603827446941232177608772628364961e-17
262	3.313400608547744451865159485505133579151e-17
263	2.868449427075084905734719261475394382128e-17
264	2.476127349959995971953533193596768269839e-17
265	2.143556607633413105429927244276155788292e-17
266	1.850438347100799508467680573436167275166e-17
267	1.601853723399362821747375125199210026566e-17
268	1.382853488570661031979449548820495329557e-17
269	1.197047094548067781589525172444061814371e-17
270	1.033421825330887381302401167331281728168e-17
271	8.945418157269842508587995760669191479818e-18
272	7.722887606938320945563493933336342552084e-18
273	6.684827068161581429602517292363554887491e-18
274	5.771413868901693727462354605103143555990e-18
275	4.995512343040591532966878597976429603687e-18
276	4.313051268581345487825235294982261142853e-18
277	3.733109540457567069512692801349138268511e-18
278	3.223197539121185105571950966585656779572e-18
279	2.789731134470504576185686687178012234273e-18
280	2.408735582535767455090955506400443766887e-18
281	2.084752699792020510542260486246557075264e-18
282	1.800077649171089504657864480740095601068e-18
283	1.557925998934967228531917313079957081964e-18
284	1.345220149495353109569488528680004679602e-18
285	1.164231080602645724648060260269202168307e-18
286	1.005300310135190776397653238186429238155e-18
287	8.700248096524092412823479003988539941181e-19
288	7.512747820210635850804790350223917650168e-19
289	6.501658712981992764110993280898176302612e-19
290	5.614378597054448257064357052424208194353e-19
291	4.858663068042380894878991861312636737657e-19
292	4.195700425975352797047056190731615432245e-19
293	3.630859807767629827637482974047120163559e-19
294	3.135502446549035112762147995346863803160e-19
295	2.713327772940541460932678551834940381709e-19
296	2.343205284744471782008167811228903410769e-19
297	2.027659943090403285345418907805532279821e-19
298	1.751110981734937743355747010711641972352e-19
299	1.515263160074662514823307682507094735321e-19
300	1.308631447395741604569411463001947128404e-19
301	1.132351053264730584306682736824563777859e-19
302	9.779608036009745004772631691441170934534e-20
303	8.462024547484782277089198999454135478917e-20
304	7.308452385257754961152178286968023507799e-20
305	6.323648175817110708197766055516485352529e-20
306	5.461718027083600402851014841566402700311e-20
307	4.725646081502209895647888942388165161608e-20
308	4.081627311700984681863689671053017352526e-20
309	3.531466894772370768729218893337987090370e-20
310	3.050267108800184103703410859574275648816e-20
311	2.639065019855268475810015159212879543899e-20
312	2.279514007779541466863144416282296256122e-20
313	1.972177232905459599076097434137460894947e-20
314	1.703517232852657147875973384976361874112e-20
315	1.473811451845394309221615944856790898136e-20
316	1.273068817909634797361161540749346977497e-20
317	1.101385275135870660325537651180520434822e-20
318	9.513870983564779648163546660895035267212e-21
319	8.230721039564562594704828251889547474616e-21
320	7.109889701299263240315156006964647524494e-21
321	6.150874306586218162272905772546459902311e-21
322	5.313360623671530666092103971601516721454e-21
323	4.596596702833982851053671214289185865089e-21
324	3.970778516538404475595042524106871923448e-21
325	3.435083611417339498163251952281691593544e-21
326	2.967440795560455610363521446457356593489e-21
327	2.567075996804728152637697325491452748158e-21
328	2.217630090870013055070035928597304948441e-21
329	1.918404037289708519221050365612898109383e-21
330	1.657280913556124865456151375906145574636e-21
331	1.433644179100481482612799393945327447328e-21
332	1.238519908371214541413798373111069779457e-21
333	1.071377732123037525061339010864394408844e-21
334	9.255709154101148934134821677123127141607e-22
335	8.006532719373290263795498987091510472273e-22
336	6.916975760558585211468321682681444270611e-22
337	5.983379787986695497427169863327240985381e-22
338	5.169191949026671080361012665951925946730e-22
339	4.471458940513907534987860003877660157581e-22
340	3.863052313432665730466929247123456332366e-22
341	3.341582067489129524428078599998545199979e-22
